iteration_no,link_id,from_node_id,to_node_id,volume,ref_volume,base_volume,obs_volume,capacity,D,doc,fftt,travel_time,VDF_alpha,VDF_beta,VDF_plf,speed,VMT,VHT,PMT,PHT,VHT_QVDF,PHT_QVDF,geometry,mod_vol_auto,P,t0,t2,t3,vt2,mu,Q_gamma,free_speed,cutoff_speed,congestion_ref_speed,avg_queue_speed,avg_QVDF_period_speed,avg_QVDF_period_travel_time,Severe_Congestion_P,spd_07:00,spd_07:05,spd_07:10,spd_07:15,spd_07:20,spd_07:25,spd_07:30,spd_07:35,spd_07:40,spd_07:45,spd_07:50,spd_07:55,
40,11,11,557,10551.0600,10551.0600,0.0000,-1.0000,49500.0000,10551.0600,0.2132,0.8627,0.8629,0.1500,4.0000,1.0000,59.9814,9102.082930,151.748355,9102.082930,151.748355,156.490979,156.490979,"LINESTRING (-87.761306 41.896383, -87.749405 41.905386)",10551.060000,0.147088,7.426456,7.500000,7.573544,44.994945,49500.000000,26974779.747692,60.000000,45.000000,56.802709,56.785126,58.163627,0.889907,0.000000,60.000,59.375,58.750,58.126,57.501,56.876,44.995,56.876,57.501,58.126,58.750,59.375,
40,12,12,558,6985.7800,6985.7800,0.0000,-1.0000,49500.0000,6985.7800,0.1411,0.8627,0.8627,0.1500,4.0000,1.0000,59.9964,6026.422833,100.446357,6026.422833,100.446357,102.406797,102.406797,"LINESTRING (-87.725585 41.901785, -87.713681 41.910789)",6985.780000,0.088210,7.455895,7.500000,7.544105,44.999346,49500.000000,223280133.309093,60.000000,45.000000,57.883097,57.879653,58.847879,0.879559,0.000000,60.000,59.613,59.226,58.839,58.452,58.065,44.999,58.065,58.452,58.839,59.226,59.613,
40,13,13,559,9401.4800,9401.4800,0.0000,-1.0000,49500.0000,9401.4800,0.1899,0.8627,0.8628,0.1500,4.0000,1.0000,59.9883,8110.374752,135.199297,8110.374752,135.199297,138.894079,138.894079,"LINESTRING (-87.719627 41.872072, -87.707727 41.881076)",9401.480000,0.127483,7.436258,7.500000,7.563742,44.997148,49500.000000,48901860.893468,60.000000,45.000000,57.151067,57.139914,58.392516,0.886418,0.000000,60.000,59.456,58.912,58.367,57.823,57.279,44.997,57.279,57.823,58.367,58.912,59.456,
40,14,14,560,14763.6900,14763.6900,0.0000,-1.0000,49500.0000,14763.6900,0.2983,0.8627,0.8637,0.1500,4.0000,1.0000,59.9289,12736.192452,212.521838,12736.192452,212.521838,222.468798,222.468798,"LINESTRING (-87.713676 41.929697, -87.701773 41.938700)",14763.690000,0.223096,7.388452,7.500000,7.611548,44.973262,49500.000000,4662130.209902,60.000000,45.000000,55.526155,55.460323,57.249343,0.904119,0.000000,60.000,59.040,58.080,57.121,56.161,53.093,44.973,53.093,56.161,57.121,58.080,59.040,
40,15,15,561,8934.7200,8934.7200,0.0000,-1.0000,49500.0000,8934.7200,0.1805,0.8627,0.8628,0.1500,4.0000,1.0000,59.9904,7707.714902,128.482369,7707.714902,128.482369,131.793786,131.793786,"LINESTRING (-87.680335 41.903585, -87.668431 41.912589)",8934.720000,0.119682,7.440159,7.500000,7.559841,44.997784,49500.000000,63524316.456450,60.000000,45.000000,57.292509,57.283389,58.483144,0.885045,0.000000,60.000,59.487,58.975,58.462,57.950,57.437,44.998,57.437,57.950,58.462,58.975,59.487,
40,16,16,562,10301.0100,10301.0100,0.0000,-1.0000,49500.0000,10301.0100,0.2081,0.8627,0.8629,0.1500,4.0000,1.0000,59.9831,8886.372297,148.147869,8886.372297,148.147869,152.649787,152.649787,"LINESTRING (-87.668426 41.875673, -87.656523 41.884678)",10301.010000,0.142778,7.428611,7.500000,7.571389,44.995512,49500.000000,30534835.821577,60.000000,45.000000,56.878482,56.862486,58.214115,0.889135,0.000000,60.000,59.393,58.786,58.179,57.572,56.965,44.996,56.965,57.572,58.179,58.786,59.393,
40,17,17,563,9098.5500,9098.5500,0.0000,-1.0000,49500.0000,9098.5500,0.1838,0.8627,0.8628,0.1500,4.0000,1.0000,59.9897,7849.046129,130.839834,7849.046129,130.839834,134.283098,134.283098,"LINESTRING (-87.637466 41.901785, -87.625562 41.910789)",9098.550000,0.122409,7.438795,7.500000,7.561205,44.997575,49500.000000,57866626.495101,60.000000,45.000000,57.242864,57.233064,58.451482,0.885524,0.000000,60.000,59.476,58.953,58.429,57.906,57.382,44.998,57.382,57.906,58.429,58.953,59.476,
40,18,18,564,9300.7400,9300.7400,0.0000,-1.0000,49500.0000,9300.7400,0.1879,0.8627,0.8628,0.1500,4.0000,1.0000,59.9888,8023.469376,133.749490,8023.469376,133.749490,137.359511,137.359511,"LINESTRING (-87.630325 41.880175, -87.618417 41.889180)",9300.740000,0.125791,7.437104,7.500000,7.562896,44.997296,49500.000000,51687160.056718,60.000000,45.000000,57.181594,57.170905,58.412187,0.886120,0.000000,60.000,59.463,58.925,58.388,57.851,57.313,44.997,57.313,57.851,58.388,58.925,59.463,
40,19,19,565,2624.6100,2624.6100,0.0000,-1.0000,49500.0000,2624.6100,0.0530,0.8627,0.8627,0.1500,4.0000,1.0000,59.9999,2264.172309,37.736250,2264.172309,37.736250,37.994625,37.994625,"LINESTRING (-87.625556 41.858568, -87.613654 41.867571)",2624.610000,0.026202,7.486899,7.500000,7.513101,44.999995,49500.000000,30915272384.424774,60.000000,45.000000,59.204664,59.204593,59.591910,0.868578,0.000000,60.000,59.864,59.728,59.592,59.456,59.319,45.000,59.319,59.456,59.592,59.728,59.864,
40,20,20,566,7707.9500,7707.9500,0.0000,-1.0000,49500.0000,7707.9500,0.1557,0.8627,0.8627,0.1500,4.0000,1.0000,59.9947,6649.417227,110.833394,6649.417227,110.833394,113.248576,113.248576,"LINESTRING (-87.717246 41.840559, -87.705345 41.849564)",7707.950000,0.099654,7.450173,7.500000,7.549827,44.998935,49500.000000,135257727.325938,60.000000,45.000000,57.664258,57.659173,58.715239,0.881546,0.000000,60.000,59.568,59.135,58.703,58.270,57.838,44.999,57.838,58.270,58.703,59.135,59.568,
40,21,21,567,4696.1700,4696.1700,0.0000,-1.0000,49500.0000,4696.1700,0.0949,0.8627,0.8627,0.1500,4.0000,1.0000,59.9993,4051.244974,67.521570,4051.244974,67.521570,68.375370,68.375370,"LINESTRING (-87.670806 41.854067, -87.658904 41.863069)",4696.170000,0.053908,7.473046,7.500000,7.526954,44.999909,49500.000000,1666818545.304476,60.000000,45.000000,58.576918,58.576206,59.250063,0.873589,0.000000,60.000,59.749,59.499,59.248,58.997,58.747,45.000,58.747,58.997,59.248,59.499,59.749,
40,22,22,568,3370.8200,3370.8200,0.0000,-1.0000,49500.0000,3370.8200,0.0681,0.8627,0.8627,0.1500,4.0000,1.0000,59.9998,2907.905289,48.465244,2907.905289,48.465244,48.896179,48.896179,"LINESTRING (-87.621986 41.836058, -87.610081 41.845062)",3370.820000,0.035734,7.482133,7.500000,7.517867,44.999982,49500.000000,8827937549.693804,60.000000,45.000000,58.978539,58.978349,59.471012,0.870343,0.000000,60.000,59.823,59.647,59.470,59.294,59.117,45.000,59.117,59.294,59.470,59.647,59.823,
40,23,23,569,12667.8300,12667.8300,0.0000,-1.0000,49500.0000,12667.8300,0.2559,0.8627,0.8632,0.1500,4.0000,1.0000,59.9614,10928.156906,182.253134,10928.156906,182.253134,189.331133,189.331133,"LINESTRING (-87.662475 41.823454, -87.650569 41.832457)",12667.830000,0.184519,7.407741,7.500000,7.592259,44.987484,49500.000000,10426538.118521,60.000000,45.000000,56.161264,56.125153,57.719809,0.896749,0.000000,60.000,59.215,58.431,57.646,56.862,55.692,44.987,55.692,56.862,57.646,58.431,59.215,
40,24,24,570,6010.9200,6010.9200,0.0000,-1.0000,49500.0000,6010.9200,0.1214,0.8627,0.8627,0.1500,4.0000,1.0000,59.9980,5185.440356,86.426825,5185.440356,86.426825,87.855406,87.855406,"LINESTRING (-87.713676 41.818953, -87.701773 41.827955)",6010.920000,0.073211,7.463395,7.500000,7.536605,44.999690,49500.000000,478882482.779818,60.000000,45.000000,58.178509,58.176612,59.022439,0.876958,0.000000,60.000,59.672,59.345,59.017,58.690,58.362,45.000,58.362,58.690,59.017,59.345,59.672,
40,25,25,571,5993.2100,5993.2100,0.0000,-1.0000,49500.0000,5993.2100,0.1211,0.8627,0.8627,0.1500,4.0000,1.0000,59.9981,5170.162471,86.172152,5170.162471,86.172152,87.591920,87.591920,"LINESTRING (-87.769645 41.789240, -87.757741 41.798243)",5993.210000,0.072944,7.463528,7.500000,7.536472,44.999694,49500.000000,486095410.491669,60.000000,45.000000,58.183876,58.182000,59.025564,0.876912,0.000000,60.000,59.673,59.347,59.020,58.694,58.367,45.000,58.367,58.694,59.020,59.347,59.673,
40,26,26,572,12936.8300,12936.8300,0.0000,-1.0000,49500.0000,12936.8300,0.2614,0.8627,0.8633,0.1500,4.0000,1.0000,59.9580,11160.215136,186.133753,11160.215136,186.133753,193.548025,193.548025,"LINESTRING (-87.710105 41.782038, -87.698201 41.791040)",12936.830000,0.189390,7.405305,7.500000,7.594695,44.986110,49500.000000,9341033.797754,60.000000,45.000000,56.079748,56.040531,57.661219,0.897661,0.000000,60.000,59.194,58.388,57.582,56.776,55.385,44.986,55.385,56.776,57.582,58.388,59.194,
40,27,27,573,7749.4900,7749.4900,0.0000,-1.0000,49500.0000,7749.4900,0.1566,0.8627,0.8627,0.1500,4.0000,1.0000,59.9946,6685.252538,111.430916,6685.252538,111.430916,113.873868,113.873868,"LINESTRING (-87.658897 41.778433, -87.646996 41.787438)",7749.490000,0.100320,7.449840,7.500000,7.550160,44.998906,49500.000000,131597765.550052,60.000000,45.000000,57.651670,57.646475,58.707521,0.881662,0.000000,60.000,59.565,59.130,58.695,58.260,57.825,44.999,57.825,58.260,58.695,59.130,59.565,
40,28,28,574,8700.3600,8700.3600,0.0000,-1.0000,49500.0000,8700.3600,0.1758,0.8627,0.8628,0.1500,4.0000,1.0000,59.9914,7505.539561,125.110234,7505.539561,125.110234,128.238095,128.238095,"LINESTRING (-87.613647 41.806345, -87.601746 41.815350)",8700.360000,0.115802,7.442099,7.500000,7.557901,44.998058,49500.000000,72802788.776538,60.000000,45.000000,57.363527,57.355316,58.528159,0.884364,0.000000,60.000,59.503,59.006,58.509,58.012,57.515,44.998,57.515,58.012,58.509,59.006,59.503,
40,29,29,575,14581.2400,14581.2400,0.0000,-1.0000,49500.0000,14581.2400,0.2946,0.8627,0.8636,0.1500,4.0000,1.0000,59.9323,12578.798311,209.883414,12578.798311,209.883414,219.557434,219.557434,"LINESTRING (-87.601745 41.764029, -87.589838 41.773032)",14581.240000,0.219682,7.390159,7.500000,7.609841,44.974860,49500.000000,4978826.170920,60.000000,45.000000,55.581442,55.518739,57.291607,0.903452,0.000000,60.000,59.056,58.112,57.169,56.225,53.317,44.975,53.317,56.225,57.169,58.112,59.056,
40,30,30,576,5416.9700,5416.9700,0.0000,-1.0000,49500.0000,5416.9700,0.1094,0.8627,0.8627,0.1500,4.0000,1.0000,59.9987,4673.057510,77.885967,4673.057510,77.885967,79.035108,79.035108,"LINESTRING (-87.711295 41.746920, -87.699391 41.755925)",5416.970000,0.064350,7.467825,7.500000,7.532175,44.999815,49500.000000,810752835.941916,60.000000,45.000000,58.358494,58.357239,59.126351,0.875417,0.000000,60.000,59.708,59.415,59.123,58.830,58.538,45.000,58.538,58.830,59.123,59.415,59.708,
40,31,31,577,7838.8600,7838.8600,0.0000,-1.0000,49500.0000,7838.8600,0.1584,0.8627,0.8628,0.1500,4.0000,1.0000,59.9943,6762.349356,112.716455,6762.349356,112.716455,115.219757,115.219757,"LINESTRING (-87.654136 41.735216, -87.642233 41.744221)",7838.860000,0.101757,7.449122,7.500000,7.550878,44.998842,49500.000000,124115236.550900,60.000000,45.000000,57.624588,57.619152,58.690884,0.881912,0.000000,60.000,59.559,59.118,58.678,58.237,57.796,44.999,57.796,58.237,58.678,59.118,59.559,
40,32,32,578,7900.6500,7900.6500,0.0000,-1.0000,49500.0000,7900.6500,0.1596,0.8627,0.8628,0.1500,4.0000,1.0000,59.9942,6815.653736,113.605287,6815.653736,113.605287,116.150797,116.150797,"LINESTRING (-87.677955 41.702803, -87.666049 41.711808)",7900.650000,0.102752,7.448624,7.500000,7.551376,44.998796,49500.000000,119236863.749844,60.000000,45.000000,57.605864,57.600256,58.679354,0.882085,0.000000,60.000,59.555,59.111,58.666,58.221,57.776,44.999,57.776,58.221,58.666,59.111,59.555,
40,33,33,579,4727.4500,4727.4500,0.0000,-1.0000,49500.0000,4727.4500,0.0955,0.8627,0.8627,0.1500,4.0000,1.0000,59.9993,4078.229292,67.971336,4078.229292,67.971336,68.836976,68.836976,"LINESTRING (-87.620795 41.673990, -87.608891 41.682996)",4727.450000,0.054353,7.472823,7.500000,7.527177,44.999906,49500.000000,1611963034.548679,60.000000,45.000000,58.567439,58.566709,59.244748,0.873667,0.000000,60.000,59.748,59.495,59.243,58.990,58.738,45.000,58.738,58.990,59.243,59.495,59.748,
40,34,34,580,6460.1400,6460.1400,0.0000,-1.0000,49500.0000,6460.1400,0.1305,0.8627,0.8627,0.1500,4.0000,1.0000,59.9974,5572.968974,92.886858,5572.968974,92.886858,94.549038,94.549038,"LINESTRING (-87.619605 41.711805, -87.607700 41.720811)",6460.140000,0.080055,7.459972,7.500000,7.540028,44.999556,49500.000000,332269061.794646,60.000000,45.000000,58.042382,58.039856,58.942630,0.878145,0.000000,60.000,59.645,59.291,58.936,58.581,58.227,45.000,58.227,58.581,58.936,59.291,59.645,
40,35,35,581,5145.6100,5145.6100,0.0000,-1.0000,49500.0000,5145.6100,0.1040,0.8627,0.8627,0.1500,4.0000,1.0000,59.9989,4438.963379,73.984019,4438.963379,73.984019,75.016414,75.016414,"LINESTRING (-87.560065 41.741518, -87.548160 41.750523)",5145.610000,0.060377,7.469812,7.500000,7.530188,44.999856,49500.000000,1051103267.483371,60.000000,45.000000,58.440724,58.439701,59.173228,0.874723,0.000000,60.000,59.723,59.447,59.170,58.894,58.617,45.000,58.617,58.894,59.170,59.447,59.723,
40,36,36,582,6100.8700,6100.8700,0.0000,-1.0000,49500.0000,6100.8700,0.1232,0.8627,0.8627,0.1500,4.0000,1.0000,59.9979,5263.037523,87.720328,5263.037523,87.720328,89.194134,89.194134,"LINESTRING (-87.556495 41.687498, -87.544587 41.696501)",6100.870000,0.074572,7.462714,7.500000,7.537286,44.999666,49500.000000,444158755.121989,60.000000,45.000000,58.151252,58.149239,59.006543,0.877194,0.000000,60.000,59.667,59.334,59.001,58.668,58.335,45.000,58.335,58.668,59.001,59.334,59.667,
40,37,37,583,1148.8100,1148.8100,0.0000,-1.0000,49500.0000,1148.8100,0.0232,0.8627,0.8627,0.1500,4.0000,1.0000,60.0000,991.043923,16.517399,991.043923,16.517399,16.565909,16.565909,"LINESTRING (-87.907775 41.981916, -87.895873 41.990921)",1148.810000,0.009406,7.495297,7.500000,7.504703,45.000000,49500.000000,1905887049600.559814,60.000000,45.000000,59.651876,59.651873,59.824301,0.865204,0.000000,60.000,59.941,59.883,59.824,59.766,59.707,45.000,59.707,59.766,59.824,59.883,59.941,
40,38,38,584,2228.4800,2228.4800,0.0000,-1.0000,49500.0000,2228.4800,0.0450,0.8627,0.8627,0.1500,4.0000,1.0000,60.0000,1922.442842,32.040734,1922.442842,32.040734,32.225944,32.225944,"LINESTRING (-88.175704 42.114267, -88.163803 42.123275)",2228.480000,0.021390,7.489305,7.500000,7.510695,44.999998,49500.000000,70046418051.379379,60.000000,45.000000,59.324703,59.324666,59.655128,0.867657,0.000000,60.000,59.885,59.770,59.655,59.540,59.425,45.000,59.425,59.540,59.655,59.770,59.885,
40,39,39,585,6737.8600,6737.8600,0.0000,-1.0000,49500.0000,6737.8600,0.1361,0.8627,0.8627,0.1500,4.0000,1.0000,59.9969,5812.549686,96.880817,5812.549686,96.880817,98.697196,98.697196,"LINESTRING (-88.033996 42.134081, -88.022098 42.143083)",6737.860000,0.084345,7.457828,7.500000,7.542172,44.999453,49500.000000,268314485.225045,60.000000,45.000000,57.958224,57.955240,58.892754,0.878889,0.000000,60.000,59.628,59.257,58.885,58.513,58.142,44.999,58.142,58.513,58.885,59.257,59.628,
40,40,40,586,1866.6600,1866.6600,0.0000,-1.0000,49500.0000,1866.6600,0.0377,0.8627,0.8627,0.1500,4.0000,1.0000,60.0000,1610.311582,26.838535,1610.311582,26.838535,26.967830,26.967830,"LINESTRING (-88.093536 42.134081, -88.081638 42.143083)",1866.660000,0.017172,7.491414,7.500000,7.508586,44.999999,49500.000000,169642745314.045410,60.000000,45.000000,59.434345,59.434327,59.712316,0.866826,0.000000,60.000,59.904,59.808,59.712,59.616,59.520,45.000,59.520,59.616,59.712,59.808,59.904,
40,41,41,587,8069.7400,8069.7400,0.0000,-1.0000,49500.0000,8069.7400,0.1630,0.8627,0.8628,0.1500,4.0000,1.0000,59.9936,6961.522606,116.037670,6961.522606,116.037670,118.700708,118.700708,"LINESTRING (-88.033996 42.090860, -88.022098 42.099866)",8069.740000,0.105486,7.447257,7.500000,7.552743,44.998663,49500.000000,107008546.875670,60.000000,45.000000,57.554624,57.548527,58.647692,0.882562,0.000000,60.000,59.544,59.089,58.633,58.178,57.722,44.999,57.722,58.178,58.633,59.089,59.544,
40,42,42,588,2120.7000,2120.7000,0.0000,-1.0000,49500.0000,2120.7000,0.0428,0.8627,0.8627,0.1500,4.0000,1.0000,60.0000,1829.464269,30.491087,1829.464269,30.491087,30.658560,30.658560,"LINESTRING (-88.092345 42.090860, -88.080447 42.099866)",2120.700000,0.020115,7.489942,7.500000,7.510058,44.999998,49500.000000,89726824082.574738,60.000000,45.000000,59.357364,59.357334,59.672218,0.867409,0.000000,60.000,59.891,59.781,59.672,59.563,59.453,45.000,59.453,59.563,59.672,59.781,59.891,
40,43,43,589,5257.6400,5257.6400,0.0000,-1.0000,49500.0000,5257.6400,0.1062,0.8627,0.8627,0.1500,4.0000,1.0000,59.9989,4535.608299,75.594915,4535.608299,75.594915,76.674687,76.674687,"LINESTRING (-87.918494 42.133177, -87.906591 42.142183)",5257.640000,0.062011,7.468994,7.500000,7.531006,44.999840,49500.000000,942767001.735706,60.000000,45.000000,58.406776,58.405661,59.153920,0.875009,0.000000,60.000,59.717,59.434,59.151,58.868,58.585,45.000,58.585,58.868,59.151,59.434,59.717,
40,44,44,590,7128.5400,7128.5400,0.0000,-1.0000,49500.0000,7128.5400,0.1440,0.8627,0.8627,0.1500,4.0000,1.0000,59.9961,6149.577602,102.499573,6149.577602,102.499573,104.545738,104.545738,"LINESTRING (-87.976844 42.134081, -87.964940 42.143083)",7128.540000,0.090450,7.454775,7.500000,7.545225,44.999277,49500.000000,201437382.603225,60.000000,45.000000,57.839836,57.836105,58.821887,0.879948,0.000000,60.000,59.604,59.208,58.813,58.417,58.021,44.999,58.021,58.417,58.813,59.208,59.604,
40,45,45,591,6238.1900,6238.1900,0.0000,-1.0000,49500.0000,6238.1900,0.1260,0.8627,0.8627,0.1500,4.0000,1.0000,59.9977,5381.499367,89.695050,5381.499367,89.695050,91.239388,91.239388,"LINESTRING (-87.918494 42.090860, -87.906591 42.099866)",6238.190000,0.076659,7.461671,7.500000,7.538329,44.999627,49500.000000,396759207.910158,60.000000,45.000000,58.109639,58.107441,58.982195,0.877556,0.000000,60.000,59.659,59.318,58.976,58.635,58.294,45.000,58.294,58.635,58.976,59.318,59.659,
40,46,46,592,6568.3200,6568.3200,0.0000,-1.0000,49500.0000,6568.3200,0.1327,0.8627,0.8627,0.1500,4.0000,1.0000,59.9972,5666.292614,94.442602,5666.292614,94.442602,96.163951,96.163951,"LINESTRING (-87.978034 42.089060, -87.966131 42.098065)",6568.320000,0.081721,7.459140,7.500000,7.540860,44.999518,49500.000000,305401101.820501,60.000000,45.000000,58.009600,58.006902,58.923251,0.878434,0.000000,60.000,59.639,59.277,58.916,58.555,58.194,45.000,58.194,58.555,58.916,59.277,59.639,
40,47,47,593,2892.1600,2892.1600,0.0000,-1.0000,49500.0000,2892.1600,0.0584,0.8627,0.8627,0.1500,4.0000,1.0000,59.9999,2494.979667,41.583067,2494.979667,41.583067,41.898039,41.898039,"LINESTRING (-87.804176 42.134081, -87.792274 42.143083)",2892.160000,0.029553,7.485223,7.500000,7.514777,44.999992,49500.000000,19018709529.167767,60.000000,45.000000,59.123588,59.123485,59.548840,0.869206,0.000000,60.000,59.849,59.699,59.548,59.398,59.247,45.000,59.247,59.398,59.548,59.699,59.849,
40,48,48,594,4978.0700,4978.0700,0.0000,-1.0000,49500.0000,4978.0700,0.1006,0.8627,0.8627,0.1500,4.0000,1.0000,59.9991,4294.431647,71.574959,4294.431647,71.574959,72.538641,72.538641,"LINESTRING (-87.861335 42.134081, -87.849432 42.143083)",4978.070000,0.057949,7.471026,7.500000,7.528974,44.999878,49500.000000,1242250011.808652,60.000000,45.000000,58.491494,58.490597,59.201987,0.874298,0.000000,60.000,59.733,59.466,59.199,58.932,58.666,45.000,58.666,58.932,59.199,59.466,59.733,
40,49,49,595,3495.5800,3495.5800,0.0000,-1.0000,49500.0000,3495.5800,0.0706,0.8627,0.8627,0.1500,4.0000,1.0000,59.9998,3015.531999,50.259054,3015.531999,50.259054,50.723357,50.723357,"LINESTRING (-87.805366 42.090860, -87.793465 42.099866)",3495.580000,0.037381,7.481309,7.500000,7.518691,44.999979,49500.000000,7356557385.676803,60.000000,45.000000,58.940733,58.940513,59.450560,0.870643,0.000000,60.000,59.817,59.633,59.450,59.266,59.083,45.000,59.083,59.266,59.450,59.633,59.817,
